,0
456,-86.0
457,-148.0
458,-157.0
459,-167.0
460,-153.0
461,-160.0
462,-170.0
463,-156.0
464,-146.0
465,-200.0
466,-200.0
467,-200.0
468,-176.0
469,-98.0
470,-154.0
471,-175.0
472,-151.0
473,-175.0
474,-178.0
475,-164.0
476,-143.0
477,-119.0
478,-169.0
479,-173.0
480,-146.0
481,-155.0
482,-115.0
483,-149.0
484,-200.0
485,-145.0
486,-200.0
487,-200.0
488,-146.0
489,-118.0
490,-150.0
491,-167.0
492,-161.0
493,-155.0
494,-199.0
495,-200.0
496,-177.0
497,-199.0
498,-149.0
499,-150.0
