0,-33.32814024357583
1,-187.94162371853753
2,-58.93320600552437
3,-105.03351562216011
4,-89.34693184972792
5,-250.46617927916498
6,-87.39319701433307
7,-162.84389939097775
8,-20.901922367933494
9,-141.1633649624447
10,-207.66079757705972
11,-119.89142138651265
12,-89.78063848216671
13,-103.10032753175378
14,-235.38000818459557
15,-264.5456135804816
16,-61.518061795593006
17,-216.56294640017438
18,-149.6603734673289
19,-138.77348108665174
20,-92.8467591973468
21,-51.02488737345284
22,-63.197975855169
23,-76.30515245681065
24,-105.18036907159224
25,-77.03725754503641
26,-63.20184394892206
27,-92.2331848819
28,-57.84726641026369
29,-133.72821728531957
30,-155.18400136031352
31,-315.1251071713458
32,-600.2164564584557
33,-142.91729487645978
34,-5.994147529972153
35,-116.41714153071791
36,-57.47535682149221
37,-98.88315802812366
38,-190.93594229958273
39,-205.3875223548847
40,-208.34821304657137
41,-49.29210196457723
42,-88.21075000532356
43,-8.280347241603593
44,-71.85113838943037
45,-133.22707173516307
46,-57.020949962417596
47,-18.113605149728286
48,-99.33635431694093
49,-61.61230602347261
50,-12.684098184486345
51,-33.4878084849513
52,-79.46078555266972
53,-82.95938452087474
54,-110.76077746916924
55,-154.0189481450704
56,-267.1295704162427
57,-67.7853049114504
58,-21.83231170148973
59,-72.17488748003589
60,-59.005306898380354
61,-71.0325737461639
62,-128.606727367532
63,-53.28944162145493
64,-0.7925608699613311
65,-150.02449699455295
66,-60.35682769677939
67,-84.02608601470716
68,-48.41104697538307
69,-167.16240531140184
70,-53.67839592503361
71,-228.48723617592051
72,-107.72626202935155
73,-182.8989199456961
74,-113.80286512758207
75,-24.799618475147682
76,-66.2897454030157
77,-51.794620795453554
78,-11.836361696792153
79,-23.227701596362152
80,-182.89685250150876
81,-70.50826603295336
82,25.980823106550133
83,-135.66028137585778
84,-132.53574157362448
85,63.806731628214976
86,-46.70469788365243
87,-43.320169034604575
88,-122.20721885961524
89,-43.83640521045287
90,-101.70730331738253
91,29.43602442470734
92,-52.905077585213974
93,51.465009534365365
94,-52.405786507345994
95,-158.54893401323795
96,-94.82502453187892
97,-126.32801423313602
98,-45.63890310845624
99,-175.09279146612752
100,-82.79539905796513
101,13.733772209049647
102,-72.22957490633416
103,-40.23447643670427
104,-28.483588504613223
105,6.096534352179177
106,-80.47869305413316
107,21.42072599826996
108,-66.41285216871906
109,28.51206072518869
110,-42.83740016946862
111,-80.41578252683317
112,-111.21518745347961
113,-161.85896532363586
114,-18.598535303779258
115,-72.84064549472959
