,0
0,-143.59445926386678
1,-117.31712499854406
2,-185.7185264232417
3,-294.18683603990905
4,-225.48721815408433
5,-256.8090781647871
6,-231.0234454113889
7,-367.8400197088815
8,24.903516012837898
9,-493.89288329083206
10,-578.9368400120488
11,-161.97317671840617
12,-649.9944796449707
13,-136.7716575952232
14,-249.403234180128
15,-543.7650086039537
16,-463.78792686321583
17,-138.8225256333868
18,-732.4662637125127
19,-199.80023235430653
20,-372.24812831733163
21,-612.4358458732806
22,-609.9365066379983
23,-577.2369770763357
24,-353.1794951505874
25,-192.99571486328097
26,-305.47236677222475
27,-400.9642904325006
28,-230.85030203475927
29,-164.6979284290671
30,-492.2521420821979
31,-527.7244512981301
32,-580.1677259895404
33,-378.60818255528267
34,-421.7131352609321
35,-918.3934990167129
36,-173.01591294315074
37,-138.9592493709614
38,-166.163922945248
39,-275.7886793140286
40,-185.53556047887213
41,-493.03512995279794
42,-124.68370078235819
43,-597.8043392438365
44,-292.5589837614471
45,-422.1293944836285
46,-502.9439856813275
47,-742.1711827383165
48,-489.60458914881934
49,-759.0194139267835
50,-321.33699942533195
51,-322.3624315437647
52,-204.27012011321605
53,-357.76490845344205
54,-434.0519723325725
55,-373.14301667842284
56,-138.01220684350008
57,-387.2991025465726
58,-524.4376568830486
59,-13.518964107389834
60,-444.1733707634564
61,-200.60324683107393
62,-601.1318823669534
63,-343.03683605994854
64,-537.5620162847288
65,-210.72352589320798
66,-122.5374049658519
67,-305.7866597812938
68,-291.6669681648833
69,-199.58185832627885
70,-313.0345446939332
71,-622.8813820305184
72,-449.95483223419035
73,-838.3111721982846
74,-286.49974980746555
75,-265.10137943058896
76,-336.0566826337908
77,-392.4071177778952
78,-307.9138784166621
79,-309.93946780229646
80,-189.09522140818086
81,-222.33974594497943
82,-705.7293703750178
83,-158.7466729979732
84,-172.1658772590414
85,-176.87771147365032
86,-244.1054396252128
87,-291.8373110401928
88,-245.03404198566724
89,-275.1153258987715
90,-383.15423899776425
91,-283.3811948775328
92,-627.2445814522719
93,-180.86339116554797
94,-57.98878591319478
95,-261.9750773361532
96,-255.50287281335918
97,-688.5947911757287
98,-204.73164605691187
99,-382.0071930459362
100,-258.994678906503
101,-523.3560337212673
102,-330.7390310083284
103,-649.2584315466951
104,-362.27881159653106
105,-272.6784715374515
106,-283.6623013639935
107,-620.9921584520351
108,-290.50595507163536
109,-792.7888957368413
110,-313.777199425661
111,-449.2965889861535
112,-140.41917046463283
