0,-197.47260907161484
1,-83.58125202205125
2,-265.7462321520951
3,-139.31510582623412
4,-279.80851245638587
5,-344.534761109775
6,-111.43286315033598
7,-79.16168866777772
8,-286.9795100175478
9,-381.14188391300405
10,-360.5354836007198
11,-103.79459489996339
12,-79.5173149042347
13,-221.2753999918416
14,-122.14276998234993
15,-454.4166835035973
16,-137.39847897367275
17,-150.38007199055212
18,-239.5478283232819
19,-124.54561471523328
20,-70.77264682757949
21,-122.55379245666305
22,-226.78867082431202
23,-104.89700778792229
24,-142.25890643036507
25,-111.57817699398191
26,-192.02524444016535
27,-130.46664585629654
28,-88.97772754786612
29,-88.67103752904147
30,-226.07183655919064
31,-362.4107722196353
32,-164.73737177536594
33,-225.97988258904627
34,-219.33045473257573
35,-259.18825563033727
36,-248.4942110048039
37,-285.12047034450666
38,-124.04256125126952
39,-155.57741149475603
40,-103.40138101802398
41,-78.66030020704412
42,-438.17110488322623
43,-3.7597959291741745
44,-222.60468119753523
45,-109.83956572267915
46,-234.26961653604846
47,-49.518285798367145
48,-259.146274897367
49,-71.33672665106769
50,-236.87189138956995
51,-15.321284190149882
52,-81.70053004284856
53,-318.00507703068746
54,-167.747353822929
55,-156.03274572159137
56,-347.5920258487798
57,-162.68603961434602
58,-232.16417947605356
59,-199.31116496570064
60,-404.68351154488585
61,-301.02264208196186
62,-290.2993753545247
63,-231.9492675077438
64,-10.894284168518993
65,-480.1277575693056
66,-96.62576168308992
67,-5.562410204746882
68,3.496047349277987
69,14.025346920157261
70,-112.0204069014212
71,-503.8812040633725
72,-121.66681220976338
73,35.92681174521539
74,-298.7678730289
75,29.34472560078774
76,-151.85753732668718
77,-34.547362294096885
78,-176.5647769953938
79,-257.91934206766905
80,-63.46880169635775
81,-175.3236916834774
82,31.450135625683608
83,-230.42186391804034
84,-44.07660100253611
85,-25.690587313959526
86,-168.89719249422166
87,-59.65120199393811
88,-11.328736569502254
89,-44.70936921805934
90,8.869319930089619
91,-107.38599347763113
92,-115.36049087721382
93,-69.94916363627763
94,-15.333025419399561
95,15.814286663539704
96,-55.94811579038648
97,-99.8230102794627
98,-26.50533777840512
99,-28.436260558423697
100,-42.74393266372539
101,-28.138181675541446
102,-247.3892315949676
103,-10.538984131789078
104,-41.563132138410076
105,-94.10489490123466
106,-123.73344609518757
107,-201.7525946566535
108,9.899440779709678
109,-51.252504569735855
